name,precision,recall,f1-score,support
CWE-601,0.7143,0.6897,0.7018,29
CWE-1021,0.7143,0.6250,0.6667,8
CWE-444,0.7000,0.6364,0.6667,11
CWE-434,0.6909,0.6333,0.6609,60
CWE-772,0.6842,0.5000,0.5778,26
CWE-640,0.6667,0.5714,0.6154,7
CWE-191,0.6667,0.3333,0.4444,6
CWE-788,0.6667,0.6667,0.6667,3
CWE-922,0.6667,0.6667,0.6667,3
CWE-77,0.6538,0.3696,0.4722,46
CWE-200,0.6499,0.7425,0.6931,365
CWE-798,0.6471,0.7333,0.6875,30
CWE-94,0.6449,0.5973,0.6202,149
CWE-399,0.6333,0.6209,0.6271,153
CWE-426,0.6316,0.7059,0.6667,17
CWE-189,0.6308,0.6119,0.6212,67
CWE-78,0.6214,0.7273,0.6702,88
CWE-264,0.6014,0.6473,0.6235,275
CWE-674,0.6000,0.6667,0.6316,9
CWE-276,0.5556,0.5000,0.5263,30
CWE-120,0.5417,0.5417,0.5417,48
CWE-862,0.5116,0.4231,0.4632,52
CWE-908,0.5000,0.5000,0.5000,6
CWE-835,0.5000,0.8000,0.6154,15
CWE-281,0.5000,0.3333,0.4000,3
CWE-667,0.5000,0.2500,0.3333,4
CWE-326,0.5000,0.4375,0.4667,16
CWE-384,0.5000,0.5000,0.5000,8
CWE-203,0.5000,0.2222,0.3077,9
CWE-319,0.5000,0.4583,0.4783,24
CWE-269,0.5000,0.6027,0.5466,73
CWE-122,0.5000,0.3333,0.4000,3
CWE-193,0.5000,0.5000,0.5000,2
CWE-121,0.5000,1.0000,0.6667,2
CWE-916,0.5000,0.5000,0.5000,2
CWE-129,0.5000,0.1333,0.2105,15
CWE-425,0.5000,0.4000,0.4444,5
CWE-20,0.4840,0.5608,0.5196,485
CWE-287,0.4762,0.5426,0.5072,129
CWE-401,0.4615,0.5455,0.5000,11
CWE-312,0.4286,0.1765,0.2500,17
CWE-755,0.4286,0.5000,0.4615,12
CWE-732,0.4250,0.4857,0.4533,35
CWE-255,0.4211,0.4848,0.4507,33
CWE-532,0.4167,0.3846,0.4000,13
CWE-91,0.4000,0.6667,0.5000,3
CWE-428,0.4000,0.6667,0.5000,3
CWE-639,0.4000,0.5000,0.4444,4
CWE-522,0.3810,0.3200,0.3478,25
CWE-668,0.3750,0.1667,0.2308,18
CWE-284,0.3750,0.2679,0.3125,56
CWE-770,0.3571,0.2500,0.2941,20
CWE-327,0.3571,0.2273,0.2778,22
CWE-254,0.3529,0.1935,0.2500,31
CWE-306,0.3478,0.5333,0.4211,30
CWE-400,0.3443,0.4286,0.3818,49
CWE-330,0.3333,0.2308,0.2727,13
CWE-404,0.3333,0.1667,0.2222,6
CWE-346,0.3333,0.2222,0.2667,9
CWE-613,0.3333,0.1429,0.2000,7
CWE-16,0.3333,0.2308,0.2727,13
CWE-552,0.3333,0.1429,0.2000,7
CWE-74,0.3125,0.3704,0.3390,27
CWE-311,0.2857,0.4000,0.3333,10
CWE-863,0.2750,0.3333,0.3014,33
CWE-494,0.2000,0.3333,0.2500,3
CWE-88,0.2000,0.2500,0.2222,4
CWE-290,0.1667,0.1250,0.1429,8
CWE-1188,0.1667,0.2500,0.2000,4
CWE-345,0.1429,0.0833,0.1053,12
CWE-895,0.0000,0.0000,0.0000,0
CWE-672,0.0000,0.0000,0.0000,1
CWE-620,0.0000,0.0000,0.0000,0
CWE-924,0.0000,0.0000,0.0000,0
CWE-208,0.0000,0.0000,0.0000,0
CWE-112,0.0000,0.0000,0.0000,0
CWE-706,0.0000,0.0000,0.0000,3
CWE-457,0.0000,0.0000,0.0000,0
CWE-682,0.0000,0.0000,0.0000,3
CWE-240,0.0000,0.0000,0.0000,0
CWE-64,0.0000,0.0000,0.0000,0
CWE-332,0.0000,0.0000,0.0000,0
CWE-353,0.0000,0.0000,0.0000,0
CWE-325,0.0000,0.0000,0.0000,0
CWE-1286,0.0000,0.0000,0.0000,0
CWE-1321,0.0000,0.0000,0.0000,0
CWE-228,0.0000,0.0000,0.0000,0
CWE-15,0.0000,0.0000,0.0000,0
CWE-342,0.0000,0.0000,0.0000,0
CWE-335,0.0000,0.0000,0.0000,2
CWE-710,0.0000,0.0000,0.0000,0
CWE-317,0.0000,0.0000,0.0000,0
CWE-759,0.0000,0.0000,0.0000,0
CWE-124,0.0000,0.0000,0.0000,0
CWE-662,0.0000,0.0000,0.0000,1
CWE-257,0.0000,0.0000,0.0000,0
CWE-304,0.0000,0.0000,0.0000,0
CWE-649,0.0000,0.0000,0.0000,0
CWE-116,0.0000,0.0000,0.0000,6
CWE-212,0.0000,0.0000,0.0000,2
CWE-669,0.0000,0.0000,0.0000,2
CWE-838,0.0000,0.0000,0.0000,0
CWE-641,0.0000,0.0000,0.0000,0
CWE-313,0.0000,0.0000,0.0000,0
CWE-507,0.0000,0.0000,0.0000,0
CWE-909,0.0000,0.0000,0.0000,1
CWE-763,0.0000,0.0000,0.0000,2
CWE-331,0.0000,0.0000,0.0000,0
CWE-540,0.0000,0.0000,0.0000,0
CWE-598,0.0000,0.0000,0.0000,1
CWE-261,0.0000,0.0000,0.0000,1
CWE-440,0.0000,0.0000,0.0000,0
CWE-548,0.0000,0.0000,0.0000,0
CWE-823,0.0000,0.0000,0.0000,0
CWE-26,0.0000,0.0000,0.0000,0
CWE-776,0.0000,0.0000,0.0000,2
CWE-93,0.0000,0.0000,0.0000,0
CWE-73,0.0000,0.0000,0.0000,0
CWE-19,0.0000,0.0000,0.0000,12
CWE-642,0.0000,0.0000,0.0000,0
CWE-405,0.0000,0.0000,0.0000,0
CWE-435,0.0000,0.0000,0.0000,0
CWE-912,0.0000,0.0000,0.0000,0
CWE-185,0.0000,0.0000,0.0000,1
CWE-328,0.0000,0.0000,0.0000,0
CWE-923,0.0000,0.0000,0.0000,0
CWE-87,0.0000,0.0000,0.0000,0
CWE-90,0.0000,0.0000,0.0000,2
CWE-126,0.0000,0.0000,0.0000,1
CWE-778,0.0000,0.0000,0.0000,0
CWE-350,0.0000,0.0000,0.0000,0
CWE-684,0.0000,0.0000,0.0000,0
CWE-201,0.0000,0.0000,0.0000,0
CWE-371,0.0000,0.0000,0.0000,0
CWE-172,0.0000,0.0000,0.0000,0
CWE-590,0.0000,0.0000,0.0000,0
CWE-1076,0.0000,0.0000,0.0000,1
CWE-275,0.0000,0.0000,0.0000,2
CWE-349,0.0000,0.0000,0.0000,0
CWE-489,0.0000,0.0000,0.0000,0
CWE-80,0.0000,0.0000,0.0000,1
CWE-364,0.0000,0.0000,0.0000,0
CWE-277,0.0000,0.0000,0.0000,0
CWE-288,0.0000,0.0000,0.0000,0
CWE-268,0.0000,0.0000,0.0000,0
CWE-378,0.0000,0.0000,0.0000,0
CWE-379,0.0000,0.0000,0.0000,0
CWE-497,0.0000,0.0000,0.0000,0
CWE-644,0.0000,0.0000,0.0000,0
CWE-117,0.0000,0.0000,0.0000,0
CWE-664,0.0000,0.0000,0.0000,0
CWE-920,0.0000,0.0000,0.0000,0
CWE-406,0.0000,0.0000,0.0000,0
CWE-441,0.0000,0.0000,0.0000,0
CWE-256,0.0000,0.0000,0.0000,0
CWE-323,0.0000,0.0000,0.0000,0
CWE-707,0.0000,0.0000,0.0000,1
CWE-123,0.0000,0.0000,0.0000,2
CWE-789,0.0000,0.0000,0.0000,0
CWE-214,0.0000,0.0000,0.0000,0
CWE-96,0.0000,0.0000,0.0000,0
CWE-472,0.0000,0.0000,0.0000,0
CWE-538,0.0000,0.0000,0.0000,0
CWE-113,0.0000,0.0000,0.0000,1
CWE-708,0.0000,0.0000,0.0000,0
CWE-799,0.0000,0.0000,0.0000,0
CWE-774,0.0000,0.0000,0.0000,0
CWE-681,0.0000,0.0000,0.0000,0
CWE-694,0.0000,0.0000,0.0000,0
CWE-657,0.0000,0.0000,0.0000,1
CWE-131,0.0000,0.0000,0.0000,2
CWE-670,0.0000,0.0000,0.0000,0
CWE-1004,0.0000,0.0000,0.0000,0
CWE-35,0.0000,0.0000,0.0000,0
CWE-840,0.0000,0.0000,0.0000,0
CWE-252,0.0000,0.0000,0.0000,1
CWE-388,0.0000,0.0000,0.0000,0
CWE-178,0.0000,0.0000,0.0000,0
CWE-170,0.0000,0.0000,0.0000,1
CWE-250,0.0000,0.0000,0.0000,1
CWE-23,0.0000,0.0000,0.0000,0
CWE-321,0.0000,0.0000,0.0000,0
CWE-99,0.0000,0.0000,0.0000,0
CWE-521,0.0000,0.0000,0.0000,6
CWE-1284,0.0000,0.0000,0.0000,0
CWE-573,0.0000,0.0000,0.0000,0
CWE-775,0.0000,0.0000,0.0000,0
CWE-527,0.0000,0.0000,0.0000,0
CWE-680,0.0000,0.0000,0.0000,0
CWE-459,0.0000,0.0000,0.0000,2
CWE-377,0.0000,0.0000,0.0000,0
CWE-294,0.0000,0.0000,0.0000,2
CWE-202,0.0000,0.0000,0.0000,0
CWE-385,0.0000,0.0000,0.0000,0
CWE-316,0.0000,0.0000,0.0000,0
CWE-184,0.0000,0.0000,0.0000,0
CWE-273,0.0000,0.0000,0.0000,0
CWE-299,0.0000,0.0000,0.0000,0
CWE-565,0.0000,0.0000,0.0000,1
CWE-567,0.0000,0.0000,0.0000,0
CWE-115,0.0000,0.0000,0.0000,0
CWE-283,0.0000,0.0000,0.0000,0
CWE-183,0.0000,0.0000,0.0000,0
CWE-305,0.0000,0.0000,0.0000,0
CWE-688,0.0000,0.0000,0.0000,0
CWE-757,0.0000,0.0000,0.0000,0
CWE-407,0.0000,0.0000,0.0000,0
CWE-194,0.0000,0.0000,0.0000,0
CWE-267,0.0000,0.0000,0.0000,0
CWE-1278,0.0000,0.0000,0.0000,0
CWE-805,0.0000,0.0000,0.0000,0
CWE-75,0.0000,0.0000,0.0000,0
CWE-300,0.0000,0.0000,0.0000,1
CWE-320,0.0000,0.0000,0.0000,3
CWE-749,0.0000,0.0000,0.0000,2
CWE-807,0.0000,0.0000,0.0000,0
CWE-361,0.0000,0.0000,0.0000,0
CWE-506,0.0000,0.0000,0.0000,0
CWE-471,0.0000,0.0000,0.0000,0
CWE-943,0.0000,0.0000,0.0000,0
CWE-315,0.0000,0.0000,0.0000,0
CWE-280,0.0000,0.0000,0.0000,0
CWE-270,0.0000,0.0000,0.0000,0
CWE-42,0.0000,0.0000,0.0000,0
CWE-271,0.0000,0.0000,0.0000,0
CWE-279,0.0000,0.0000,0.0000,0
CWE-248,0.0000,0.0000,0.0000,0
CWE-539,0.0000,0.0000,0.0000,0
CWE-1285,0.0000,0.0000,0.0000,0
CWE-603,0.0000,0.0000,0.0000,0
CWE-98,0.0000,0.0000,0.0000,0
CWE-303,0.0000,0.0000,0.0000,0
CWE-525,0.0000,0.0000,0.0000,0
CWE-693,0.0000,0.0000,0.0000,0
CWE-470,0.0000,0.0000,0.0000,0
CWE-242,0.0000,0.0000,0.0000,0
CWE-114,0.0000,0.0000,0.0000,0
CWE-130,0.0000,0.0000,0.0000,0
CWE-334,0.0000,0.0000,0.0000,0
CWE-417,0.0000,0.0000,0.0000,0
CWE-61,0.0000,0.0000,0.0000,0
CWE-760,0.0000,0.0000,0.0000,0
CWE-302,0.0000,0.0000,0.0000,0
CWE-359,0.0000,0.0000,0.0000,0
CWE-199,0.0000,0.0000,0.0000,1
CWE-358,0.0000,0.0000,0.0000,2
CWE-259,0.0000,0.0000,0.0000,0
CWE-822,0.0000,0.0000,0.0000,0
